id,homeDescriptorId,linkedDescriptorIds,name,description,sequenceOrder,difficultyStage,exampleOfSuccess,commonError,checkpointTask,isOptional,isArchived,ownerTier,copiedFromId,equivalentToId,suppressedByTeacher,icReadinessStatus,aiQualityFlags,reviewNotes
ac9m2m02-ic06,AC9M2M02,[],Using eighths in measurement contexts,"Students extend halving to create eighths, recognising that eighths are smaller than quarters, and apply this in simple measurement situations.",6,late,"The student folds a strip into eighths by halving three times, counts 8 equal parts, and says each part is an eighth and two eighths make a quarter.",Student can fold into eighths mechanically but describes each part as a small piece rather than connecting it to the fraction name or its relationship to quarters.,"Fold this strip in half, then in half again, then once more. How many parts do you have? What is each part called?",false,false,system_default,,,false,active,,"Cross-descriptor link candidate: connects to AC9M2N03 (halves, quarters, eighths through repeated halving) as this IC applies that concept in a measurement context."
ac9m2m02-ic07,AC9M2M02,[],Comparing and ordering fractional measures,"Students compare two or more fractional measurements (e.g. half a cup vs a quarter cup) and order them from smallest to largest, justifying their reasoning.",7,late,"The student says a quarter cup is smaller than a half cup because a quarter is one of four equal parts and a half is one of only two equal parts, so the parts are bigger when there are fewer of them.","Student compares fractional measures by appearance of the quantity rather than reasoning about the fraction, saying the half looks like more without explaining why.",Which is more - a half cup or a quarter cup? How do you know without filling them up?,false,false,system_default,,,false,active,,
ac9m2m03-ic01,AC9M2M03,[],Reading and navigating a calendar,"Students identify specific dates, days of the week, and months on a calendar, using correct terminology.",1,early,"Given a calendar for May, the student can find the 15th, name the day it falls on, and identify how many Tuesdays are in the month.","Student confuses rows (weeks) with columns (days), misreading the calendar grid structure.",Look at this calendar. What day is the 20th? How many Fridays are in this month?,false,false,system_default,,,false,active,,
ac9m2m03-ic02,AC9M2M03,[],Locating specific dates and identifying the day of the week,"Students use a calendar to find a given date and name the corresponding day, and conversely, find dates for a given day.",2,early,"The student uses the June calendar to find that the 12th is a Wednesday, and that the next Friday after June 5 is June 7.",Student counts calendar squares from the start of the month each time rather than reading across from the day heading.,What day of the week is June 23? What is the date of the first Monday in June?,false,false,system_default,,,false,active,,
ac9m2m03-ic03,AC9M2M03,[],Counting days between two dates using a calendar,"Students count the number of days between two given dates on the same calendar month, using the calendar grid to count accurately.",3,middle,"Asked how many days from June 8 to June 15, the student counts the squares from 9 to 15 and answers 7 days, not counting the start date.","Student includes the start date in the count, giving an answer one more than the correct number of days.",How many days is it from the 3rd to the 17th of this month? Show me how you counted.,false,false,system_default,,,false,active,,
ac9m2m03-ic04,AC9M2M03,[AC9M2N06],Finding dates a given number of days forward or backward,"Students use a calendar to find the date that is a given number of days before or after a stated date, crossing week boundaries.",4,middle,"Starting from June 10, the student counts forward 14 days on the calendar and correctly lands on June 24.","Student adds the number directly to the date (10+14=24) without using the calendar, which only works when the result stays in the same month.",Today is the 5th. The excursion is in 12 days. What date is the excursion?,false,false,system_default,,,false,active,,Cross-descriptor link candidate: connects to AC9M2N06 (mathematical modelling with calendars) as this IC directly supports modelling how many days are left in the year.
ac9m2m03-ic05,AC9M2M03,[],Counting days between dates across month boundaries,"Students determine the number of days between two dates that span a month boundary, combining days remaining in one month with days into the next.",5,late,"Asked how many days from June 25 to July 8, the student counts 5 days left in June plus 8 days in July to get 13 days total.",Student tries to subtract the dates directly (25-8) without accounting for the month boundary and remaining days.,How many days from the 28th of this month to the 10th of next month? Show your working.,false,false,system_default,,,false,active,,
ac9m2m03-ic06,AC9M2M03,[],Creating and using a class calendar for planning,"Students create or annotate a class calendar by entering specific dates and events, then use it to answer questions about timing and sequence.",6,late,"The student enters the sports carnival (June 14), the library visit (June 21) and the last day of term (June 27) on a blank calendar, then correctly identifies that the library visit is one week before the last day.",Student enters dates correctly but cannot use the completed calendar to answer comparative questions without recounting from scratch.,Add these three events to your calendar. Which comes first? How many days between the first and last event?,false,false,system_default,,,false,active,,
ac9m2m04-ic01,AC9M2M04,[],Identifying the hour and minute hands on an analog clock,"Students correctly name and distinguish the hour and minute hands, explaining the role of each in showing the time.",1,early,"The student points to the short hand and says that is the hour hand and it shows which hour we are in, and points to the long hand and says that is the minute hand and it shows the minutes.","Student confuses the two hands, often thinking the longer hand shows hours because longer means more.",Point to the hour hand. Point to the minute hand. What does each one tell us?,false,false,system_default,,,false,active,,
ac9m2m04-ic02,AC9M2M04,[],Reading and showing time to the hour,Students read times shown on the hour on an analog clock and set a clock to a given hour time.,2,early,"Shown a clock with hands at 12 and 3, the student says 3 o clock. When asked to show 7 o clock, the student places the minute hand on 12 and the hour hand on 7.","Student reads the number the minute hand points to as the hour, e.g. reading 3 o clock as 12 o clock when the minute hand is on 12.",What time does this clock show? Now show me 9 o clock on the clock.,false,false,system_default,,,false,active,,
ac9m2m04-ic03,AC9M2M04,[AC9M2M02],Reading and showing time to the half-hour,"Students read and show half-past times, connecting the position of the minute hand on 6 to half of the clock face being completed.",3,middle,"Shown half-past 4, the student says the minute hand is on 6 which means half the clock face has gone around - that is 30 minutes - so it is half-past 4.","Student reads the hour hand position without noticing it has moved past the hour, reading half-past 4 as 4 o clock or 5 o clock.",What time is this? Show me half-past 11 on the clock.,false,false,system_default,,,false,active,,Cross-descriptor link candidate: connects to AC9M2M02 (halves and quarters in measurement) as half-past uses the same fraction concept applied to clock time.
ac9m2m04-ic04,AC9M2M04,[AC9M2M02],Reading and showing time to the quarter-hour,"Students read and show quarter-past and quarter-to times, connecting the position of the minute hand to a quarter of the clock face.",4,middle,"Shown quarter-past 2, the student says the minute hand is on 3 which is a quarter of the way around, so it is quarter-past 2. For quarter-to 6, the student correctly positions the minute hand on 9.","Student can read quarter-past by recognising the minute hand on 3, but cannot read quarter-to because they do not understand the clock is three-quarters of the way around.",What time is this? Now show me quarter-to 8 on the clock.,false,false,system_default,,,false,active,,Cross-descriptor link candidate: connects to AC9M2M02 (halves and quarters) as quarter-past and quarter-to use the same fraction concept.
ac9m2m04-ic05,AC9M2M04,[],Connecting analog time to digital time notation,"Students match analog clock displays showing hour, half-hour and quarter-hour times to the corresponding digital notation.",5,middle,"Shown an analog clock at half-past 9, the student writes 9:30 and explains that 30 means 30 minutes past the hour which is the same as half-past.",Student writes the hour correctly but writes :50 or :15 for half-past without connecting half to 30 minutes.,Match each clock face to the correct digital time. Write the digital time for this analog clock.,false,false,system_default,,,false,active,,
ac9m2m04-ic06,AC9M2M04,[],Reading and setting time in everyday contexts,"Students read times from analog clocks in familiar situations (school timetable, daily routine) and use this to sequence events.",6,late,"Looking at the class timetable showing analog clocks, the student correctly reads the start time for each lesson and puts the lessons in chronological order.",Student reads individual times correctly in isolation but cannot sequence them accurately when they are displayed out of order.,Here is our class timetable with clock faces. Put the lessons in the order they happen. What time does each one start?,false,false,system_default,,,false,active,,
ac9m2m05-ic01,AC9M2M05,[],Identifying and demonstrating full and half turns,"Students physically demonstrate a full turn (360 degrees) and a half turn (180 degrees), recognising that a half turn faces them in the opposite direction.",1,early,"The student stands and makes a full turn back to face the same direction, then a half turn and says I am now facing the opposite way - I can see the back wall instead of the front.",Student makes an approximate turn without checking whether they have returned to the start (full) or reversed direction (half).,Stand up. Show me a full turn. Now show me a half turn. Where are you facing now?,false,false,system_default,,,false,active,,
ac9m2m05-ic02,AC9M2M05,[],Identifying and demonstrating quarter turns,"Students physically demonstrate a quarter turn left and right, recognising that four quarter turns complete a full rotation.",2,early,"The student makes a quarter turn right, names the new direction they are facing, and confirms that four quarter turns in the same direction bring them back to the start.","Student confuses quarter turn with half turn, rotating too far or not far enough.",Show me a quarter turn to the right. What are you facing now? How many quarter turns make a full turn?,false,false,system_default,,,false,active,,
ac9m2m05-ic03,AC9M2M05,[],Identifying and demonstrating three-quarter turns,"Students demonstrate a three-quarter turn and connect it to three quarter turns in the same direction, or equivalently one quarter turn in the opposite direction.",3,middle,"The student makes a three-quarter turn clockwise and then shows that a quarter turn anticlockwise from the same start arrives at the same position, saying going three-quarters one way is the same as going a quarter the other way.","Student makes a three-quarter turn by doing a half then estimating an additional quarter, without understanding the relationship to quarter turns.",Show me a three-quarter turn. Is there a shorter way to get to the same position?,false,false,system_default,,,false,active,,
ac9m2m05-ic04,AC9M2M05,[],Giving and following turning directions in movement activities,"Students give and follow instructions that include quarter, half and three-quarter turns to move themselves or objects through a space.",4,middle,"The student successfully navigates a partner through a simple obstacle course using instructions like forward 3 steps, quarter turn right, forward 2 steps, half turn.","Student uses turn instructions that are approximately correct but does not distinguish between quarter and half turns, causing navigation errors.",Guide your partner through this obstacle course using turning instructions. They must not look!,false,false,system_default,,,false,active,,
ac9m2m05-ic05,AC9M2M05,[AC9M2M04],Connecting turns to clock hand movement,"Students relate quarter, half, three-quarter and full turns to the movement of clock hands, using this to reinforce both concepts.",5,middle,"The student says the minute hand makes a quarter turn from 12 to 3, a half turn from 12 to 6, a three-quarter turn from 12 to 9, and a full turn in one hour.",Student understands turns in body movement contexts but does not connect them to the rotational movement of clock hands.,Watch the minute hand. From 12 to 3 - is that a quarter turn or a half turn? How do you know?,false,false,system_default,,,false,active,,Cross-descriptor link candidate: connects to AC9M2M04 (reading analog clock) as turns and clock hand movement are the same rotational concept.
ac9m2m05-ic06,AC9M2M05,[],Identifying turns in everyday objects and the environment,"Students identify quarter, half, three-quarter and full turns in the movement of everyday objects such as door handles, taps, wheels and dials.",6,late,"The student observes a tap being turned and says that is a quarter turn to open it a little, and a half turn to open it fully, making the connection between everyday action and the mathematical concept.","Student can demonstrate turns with their body but does not transfer the concept to the movement of objects, treating object rotation as a different kind of action.","Watch me turn this tap. Is that a quarter turn, half turn or full turn? Where else do you see turns like this?",false,false,system_default,,,false,active,,
