"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"","AC9M6N07","[]","Find a fraction of a quantity","Student can find a familiar fraction of a quantity.","1","early","The student finds 1/3 of 24 by dividing by 3 to get 8.","Student multiplies by the denominator instead of dividing.","Pose 'fraction of a quantity' problems. Ask the student to solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N07","[]","Find a percentage of a quantity","Student can find a familiar percentage of a quantity.","2","middle","The student finds 25% of 80 as 20.","Student treats the percentage as the answer, or uses the wrong operation.","Pose 'percentage of a quantity' problems. Ask the student to solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N07","[]","Find a decimal of a quantity","Student can find a decimal fraction of a quantity.","3","middle","The student finds 0.5 of 60 as 30.","Student multiplies by the wrong place value.","Pose 'decimal of a quantity' problems. Ask the student to solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N07","[]","Calculate a percentage discount","Student can calculate a percentage discount on a price.","4","late","For 20% off $50, the student finds the discount is $10 and the price is $40.","Student finds the discount but forgets to subtract it, or finds the wrong percentage.","Pose discount problems. Ask the student to find the discount and the final price.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N08","[]","Estimate using familiar fractions and percentages","Student can use familiar fractions, decimals and percentages to estimate.","1","early","The student estimates 48% of 200 as about half, so about 100.","Student tries to calculate exactly rather than estimating.","Pose problems. Ask the student to estimate using familiar benchmarks.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N08","[]","Choose an estimation strategy","Student can choose an appropriate estimation strategy for a problem.","2","middle","For a discount, the student rounds the price to estimate the saving.","Student uses a strategy that does not suit the problem.","Pose problems. Ask the student which estimation strategy each needs.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N08","[]","Estimate in a financial context","Student can estimate a solution in a financial context.","3","middle","The student estimates a shopping total to about $30 to check affordability.","Student calculates exactly when an estimate would do, or estimates poorly.","Pose financial problems. Ask the student to estimate each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N08","[]","Recognise the effect of rounding","Student can recognise how rounding affects a calculation.","4","late","The student notices rounding up both numbers gives an overestimate.","Student does not consider the direction of the rounding error.","Pose rounded calculations. Ask the student how the rounding affects the result.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N09","[]","Choose operations for a percentage problem","Student can choose efficient operations for a practical percentage or rational number problem.","1","early","For a discount problem, the student chooses to find the percentage then subtract.","Student chooses operations that do not fit the situation.","Pose practical problems. Ask the student which operations each needs.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N09","[]","Model a practical percentage problem","Student can model and solve a practical problem involving percentages.","2","middle","The student models a sale price using a percentage discount.","Student applies the percentage to the wrong amount.","Pose percentage problems. Ask the student to model and solve each.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N09","[]","Model a budget","Student can model a practical financial problem such as a budget involving rational numbers.","3","middle","The student builds a budget with costs, income and a balance.","Student leaves out an amount or does not reach a balance.","Pose a budgeting problem. Ask the student to model and solve it.","False","False","system_default","","","False","pending_review","",""
"","AC9M6N09","[]","Interpret and justify the solution","Student can interpret and communicate the solution, justifying the choices made.","4","late","The student explains the budget balances and why their method works.","Student gives an answer without justifying the method or relating it to the context.","After a problem, ask the student to interpret the answer and justify their method.","False","False","system_default","","","False","pending_review","",""
